ROWNUM;Name;Location;Type;TypePhoto;Power;AdmArea;X_WGS;Y_WGS;GLOBALID;
641;"Часы";"Ленинградское шоссе, между д13-15, местный выезд";"КП 098-01";"";"0.125";"Северный АО";"37.496543";"55.820242";"92386992";
642;"Часы";"Пятницкое шоссе, д25 пересечение с ул.Дубравной";"КП 098-01";"";"0.125";"Северо-Западный АО";"37.367218";"55.849529";"92386993";
643;"Часы";"Дмитровское шоссе, д27/1 пересечение с Красностуденческим пр.";"КП 098-01";"";"0.125";"Северный АО";"37.572573";"55.826422";"92386994";
644;"Часы";"1905 года ул., д7";"КП 098-01";"";"0.125";"Центральный АО";"37.559341";"55.761703";"92386995";
645;"Часы";"1905 года ул., д17 пересечение с Б.Декабрьской ул.";"КП 098-01";"";"0.125";"Центральный АО";"37.559761";"55.766159";"92386996";
646;"Часы";"Красногвардейский 1-й пр., напротив д12";"КП 098-01";"";"0.125";"Центральный АО";"37.543749";"55.752911";"92386997";
647;"Часы";"Грузинский вал ул., д18/15 пересечение с Грузинским пер.";"КП 098-01";"";"0.125";"Центральный АО";"37.578454";"55.773522";"92386998";
648;"Часы";"Пресненский вал ул., д6 пересечение со Столярным пер.";"КП 098-01";"";"0.125";"Центральный АО";"37.564115";"55.764394";"92386999";
649;"Часы";"Пресненский вал ул., д1/2 м.""Улица 1905 года""";"КП 098-01";"";"0.125";"Центральный АО";"37.561982";"55.763711";"92387000";
650;"Часы";"Каширское шоссе, д106 А пересечение с Ореховым б-ром 2 оп.";"КП 098-01";"";"0.125";"Южный АО";"37.716565";"55.61143";"92387001";
651;"Часы";"Домодедовская ул., д25/1 пересечение с местным пр. между д23-25";"КП 098-01";"";"0.125";"Южный АО";"37.713519";"55.604651";"92387002";
652;"Часы";"Ленинградский просп., д20 пересечение с ул.Правды";"КП 098-01";"";"0.125";"Северный АО";"37.574966";"55.781802";"92387003";
653;"Часы";"Бескудниковский б-р, д6 пересечение с местным пр-дом";"КП 098-01";"";"0.125";"Северный АО";"37.562381";"55.858241";"92387004";
654;"Часы";"Павелецкая пл., напротив д2 стр2 пересечение с ул.Валовая";"КП 098-01";"";"0.125";"Центральный АО";"37.636502";"55.730677";"92387005";
655;"Часы";"Ленинградский просп., д32 пересечение с ул.Марии Расковой";"КП 098-01";"";"0.125";"Северный АО";"37.569856";"55.784172";"92387006";
656;"Часы";"Боровское шоссе, д20 1-я опора пересечение с Приречной ул.(1 опора)";"КП 098-01";"";"0.125";"Западный АО";"37.371004";"55.648966";"92387007";
657;"Часы";"Боровское шоссе, д19 5-я опора по Приречной ул.";"КП 098-01";"";"0.125";"Западный АО";"37.372178";"55.646531";"92387008";
658;"Часы";"Кастанаевская ул., д54 к3 м.""Пионерская""";"КП 098-01";"";"0.125";"Западный АО";"37.467361";"55.735834";"92387009";
659;"Часы";"Беловежская ул., д1 пересечение с Вяземской ул.";"КП 098-01";"";"0.125";"Западный АО";"37.402188";"55.715301";"92387010";
660;"Часы";"Дорогомиловская Б.ул., д16 пересечение с местным пр-м";"КП 098-01";"";"0.125";"Западный АО";"37.557012";"55.746543";"92387011";
661;"Часы";"Зеленый просп., д105,пересечение с ул.Молостовых";"АЧС-800";"";"0.08";"Восточный АО";"37.830364";"55.749577";"92387012";
662;"Часы";"Зеленый просп., д30/1";"КП 098-01";"";"0.125";"Восточный АО";"37.798639";"55.75344";"92387013";
663;"Часы";"Профсоюзная ул., д13/12";"КП 098-01";"";"0.125";"Юго-Западный АО";"37.565926";"55.680422";"92387014";
664;"Часы";"Зеленый просп., д81 м.""Новогиреево""";"КП 098-01";"";"0.12";"Восточный АО";"37.819329";"55.751461";"92387015";
665;"Часы";"Голубинская ул., д9";"КП 098-04/1";"";"0.14";"Юго-Западный АО";"37.512223";"55.602928";"92387016";
666;"Часы";"Земляной вал ул., д46/48";"КП 098-01";"";"0.12";"Центральный АО";"37.65584";"55.752752";"92387017";
667;"Часы";"Земляной вал ул., д35, 6-я опора после пересечения с В.Сыромятнической ул., в центр";"КП 098-01";"";"0.08";"Центральный АО";"37.657884";"55.756508";"92387018";
668;"Часы";"Зубовская площадь, д3 пересечение с ул. Б.Пироговская";"КП 098-01";"";"0.12";"Центральный АО";"37.584041";"55.737476";"92387019";
669;"Часы";"Долгоруковская ул., д39/6";"КП 098-01";"";"0.12";"Центральный АО";"37.600555";"55.780244";"92387020";
670;"Часы";"Пролетарский просп., пересечение с Кавказским б-ром";"АЧС 2-900";"";"0.125";"Южный АО";"37.661922";"55.628964";"92387021";
671;"Часы";"Каланчевская ул., д1 м ""Красные ворота""";"КП 098-01";"";"0.12";"Центральный АО";"37.649952";"55.768987";"92387022";
672;"Часы";"Рижский пр., д11";"КП 098-01";"";"0.12";"Северо-Восточный АО";"37.656026";"55.776057";"92387023";
673;"Часы";"Карбышева Генерала бульв., пересечение с ул.Тухачевского, д30";"КП 098-01";"";"0.12";"Северо-Западный АО";"37.472572";"55.784262";"92387024";
674;"Часы";"Каретный ряд ул., д1 Театр ""Эрмитаж""";"КП 098-01";"";"0.12";"Центральный АО";"37.610674";"55.771057";"92387025";
675;"Часы";"Катукова Маршала ул., д11 к/т ""Таджикистан""";"КП 098-03";"";"0.12";"Северо-Западный АО";"37.403794";"55.810516";"92387026";
676;"Часы";"Катукова Маршала ул., д18 Универсам пересечение со Строгинским ш.";"КП 098-01";"";"0.125";"Северо-Западный АО";"37.40816";"55.807505";"92387027";
677;"Часы";"Каширское шоссе, д28 к1 пересечение с пр-том Андропова";"АЧС-800";"";"0.08";"Южный АО";"37.649856";"55.654407";"92387028";
678;"Часы";"Каширское шоссе, д42 к/т ""Мечта""";"АЧС 2-900";"";"0.125";"Южный АО";"37.662362";"55.649151";"92387030";
679;"Часы";"Андропова Ю.В. просп., д21 м.""Коломенская"" северный выход";"АЧС-800";"";"0.08";"Южный АО";"37.664698";"55.679258";"92387031";
680;"Часы";"Комсомольский просп., д41, пересечение с ул. 3-я Фрунзенская";"КП 098-04/1";"";"0.14";"Центральный АО";"37.575463";"55.721792";"92387032";
681;"Часы";"Комсомольский просп., д12 пересечение с ул.Льва Толстого";"АЧС-800";"";"0.08";"Центральный АО";"37.591431";"55.731701";"92387033";
682;"Часы";"Комсомольский просп., д2 м.""Парк культуры""";"ВНУ-2";"";"0.08";"Центральный АО";"37.593042";"55.733962";"92387034";
683;"Часы";"Комсомольский просп., д28 МДМ пересечение с Хользунова ул.";"КП 098-01";"";"0.125";"Центральный АО";"37.581405";"55.726897";"92387035";
684;"Часы";"Комсомольский просп., д49, пересечение с ул. Хамовнический вал";"КП 098-01";"";"0.12";"Центральный АО";"37.572414";"55.719536";"92387036";
685;"Часы";"Коптевская ул., д8";"КП 098-01";"";"0.12";"Северный АО";"37.517325";"55.827402";"92387037";
686;"Часы";"Косыгина ул., Дворец пионеров";"КП 098-01";"";"0.12";"Юго-Западный АО";"37.555764";"55.705918";"92387038";
687;"Часы";"Яузская ул., д1/15 пересечение с Яузским б-м";"КП-098";"";"0.125";"Центральный АО";"37.643111";"55.750418";"92387039";
688;"Часы";"Красная пресня ул., д2 Зоопарк";"КП-098";"";"0.125";"Центральный АО";"37.578188";"55.760897";"92387040";
689;"Часы";"Красная пресня ул., д1 м""Краснопресненская""";"КП 098-01";"";"0.12";"Центральный АО";"37.577666";"55.760664";"92387041";
690;"Часы";"Красная пресня ул., д16/2";"КП-098";"";"0.125";"Центральный АО";"37.571355";"55.761725";"92387042";
691;"Часы";"площадь Краснопресненская Застава, Краснопресненской Заставы пл. м.""1905 г.""";"КП 098-01";"";"0.12";"Центральный АО";"37.562609";"55.763264";"92387043";
692;"Часы";"Краснопролетарская ул., д9, напротив д14/2";"КП-098";"";"0.08";"Центральный АО";"37.607004";"55.776616";"92387044";
693;"Часы";"Краснопрудная ул., д26 к1 напротив м ""Красносельская""";"КП 098-01";"";"0.12";"Центральный АО";"37.66667";"55.779925";"92387045";
694;"Часы";"Кржижановского ул., д19 пересечение с ул.Новочеремушкинская";"АЧС-800";"";"0.08";"Юго-Западный АО";"37.575038";"55.678543";"92387046";
695;"Часы";"Зубовский б-р, д13-15";"КП 098-01";"";"0.08";"Центральный АО";"37.592579";"55.735784";"92387047";
696;"Часы";"Крымский вал ул., д9 ЦПКО им Горького";"КП 098-01";"";"0.12";"Центральный АО";"37.605962";"55.731581";"92387048";
697;"Часы";"Кулакова ул., д14";"КП 098-01";"";"0.125";"Северо-Западный АО";"37.396072";"55.808916";"92387049";
698;"Часы";"Кутузовский просп., д22 напротив ул. Дунаевского";"КП 098-01";"";"0.12";"Западный АО";"37.550101";"55.745953";"92387051";
699;"Часы";"Щербаковская ул., д3 пересечение с Вельяминовской ул.";"КП 098-01";"";"0.125";"Восточный АО";"37.722899";"55.782275";"92387052";
700;"Часы";"Семеновская пл., д1 пересечение с Измайловским валом 4 оп.";"КП 098-01";"";"0.125";"Восточный АО";"37.720636";"55.782461";"92387053";
701;"Часы";"Киевского вокзала пл., стр2 пересечение с Б.Дорогомиловской ул.";"КП 098-01";"";"0.125";"Западный АО";"37.568273";"55.744862";"92387054";
702;"Часы";"Садовая-Триумфальная ул., д22/31 пересечение с ул.М.Дмитровка";"КП 098-01";"";"0.125";"Центральный АО";"37.604351";"55.772137";"92387055";
